rank,category,strategy_name,description,total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,num_trades,composite_score,parameters
778,unknown,MeanRev_SMA20_W_8pct_zscore,Unknown strategy on W,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
779,unknown,MeanRev_SMA20_W_10pct_zscore,Unknown strategy on W,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
780,unknown,MeanRev_SMA20_M_2pct_zscore,Unknown strategy on M,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
781,unknown,MeanRev_SMA20_M_3pct_zscore,Unknown strategy on M,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
782,unknown,MeanRev_SMA20_M_5pct_zscore,Unknown strategy on M,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
783,unknown,MeanRev_SMA20_M_8pct_zscore,Unknown strategy on M,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
784,unknown,MeanRev_SMA20_M_10pct_zscore,Unknown strategy on M,,,-9.899901867032797,-0.999998394903114,0.5080645161290323,1.0058128798169297,6079,-3.858347683077624,"{'ma_type': 'SMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
785,unknown,MeanRev_WMA20_M1_2pct_zscore,Unknown strategy on M1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
786,unknown,MeanRev_WMA20_M1_3pct_zscore,Unknown strategy on M1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
787,unknown,MeanRev_WMA20_M1_5pct_zscore,Unknown strategy on M1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
788,unknown,MeanRev_WMA20_M1_8pct_zscore,Unknown strategy on M1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
789,unknown,MeanRev_WMA20_M1_10pct_zscore,Unknown strategy on M1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
790,unknown,MeanRev_WMA20_M2_2pct_zscore,Unknown strategy on M2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
791,unknown,MeanRev_WMA20_M2_3pct_zscore,Unknown strategy on M2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
792,unknown,MeanRev_WMA20_M2_5pct_zscore,Unknown strategy on M2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
793,unknown,MeanRev_WMA20_M2_8pct_zscore,Unknown strategy on M2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
794,unknown,MeanRev_WMA20_M2_10pct_zscore,Unknown strategy on M2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
795,unknown,MeanRev_WMA20_M3_2pct_zscore,Unknown strategy on M3,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
796,unknown,MeanRev_WMA20_M3_3pct_zscore,Unknown strategy on M3,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
797,unknown,MeanRev_WMA20_M3_5pct_zscore,Unknown strategy on M3,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
798,unknown,MeanRev_WMA20_M3_8pct_zscore,Unknown strategy on M3,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
799,unknown,MeanRev_WMA20_M3_10pct_zscore,Unknown strategy on M3,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
800,unknown,MeanRev_WMA20_M5_2pct_zscore,Unknown strategy on M5,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
801,unknown,MeanRev_WMA20_M5_3pct_zscore,Unknown strategy on M5,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
802,unknown,MeanRev_WMA20_M5_5pct_zscore,Unknown strategy on M5,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
803,unknown,MeanRev_WMA20_M5_8pct_zscore,Unknown strategy on M5,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
804,unknown,MeanRev_WMA20_M5_10pct_zscore,Unknown strategy on M5,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
805,unknown,MeanRev_WMA20_M10_2pct_zscore,Unknown strategy on M10,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
806,unknown,MeanRev_WMA20_M10_3pct_zscore,Unknown strategy on M10,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
807,unknown,MeanRev_WMA20_M10_5pct_zscore,Unknown strategy on M10,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
808,unknown,MeanRev_WMA20_M10_8pct_zscore,Unknown strategy on M10,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
809,unknown,MeanRev_WMA20_M10_10pct_zscore,Unknown strategy on M10,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
810,unknown,MeanRev_WMA20_M15_2pct_zscore,Unknown strategy on M15,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
811,unknown,MeanRev_WMA20_M15_3pct_zscore,Unknown strategy on M15,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
812,unknown,MeanRev_WMA20_M15_5pct_zscore,Unknown strategy on M15,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
813,unknown,MeanRev_WMA20_M15_8pct_zscore,Unknown strategy on M15,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
814,unknown,MeanRev_WMA20_M15_10pct_zscore,Unknown strategy on M15,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
815,unknown,MeanRev_WMA20_M30_2pct_zscore,Unknown strategy on M30,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
816,unknown,MeanRev_WMA20_M30_3pct_zscore,Unknown strategy on M30,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
817,unknown,MeanRev_WMA20_M30_5pct_zscore,Unknown strategy on M30,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
818,unknown,MeanRev_WMA20_M30_8pct_zscore,Unknown strategy on M30,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
819,unknown,MeanRev_WMA20_M30_10pct_zscore,Unknown strategy on M30,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
820,unknown,MeanRev_WMA20_H1_2pct_zscore,Unknown strategy on H1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
821,unknown,MeanRev_WMA20_H1_3pct_zscore,Unknown strategy on H1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
822,unknown,MeanRev_WMA20_H1_5pct_zscore,Unknown strategy on H1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
823,unknown,MeanRev_WMA20_H1_8pct_zscore,Unknown strategy on H1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
824,unknown,MeanRev_WMA20_H1_10pct_zscore,Unknown strategy on H1,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
825,unknown,MeanRev_WMA20_H2_2pct_zscore,Unknown strategy on H2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
826,unknown,MeanRev_WMA20_H2_3pct_zscore,Unknown strategy on H2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
827,unknown,MeanRev_WMA20_H2_5pct_zscore,Unknown strategy on H2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
828,unknown,MeanRev_WMA20_H2_8pct_zscore,Unknown strategy on H2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
829,unknown,MeanRev_WMA20_H2_10pct_zscore,Unknown strategy on H2,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
830,unknown,MeanRev_WMA20_H4_2pct_zscore,Unknown strategy on H4,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
831,unknown,MeanRev_WMA20_H4_3pct_zscore,Unknown strategy on H4,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
832,unknown,MeanRev_WMA20_H4_5pct_zscore,Unknown strategy on H4,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
833,unknown,MeanRev_WMA20_H4_8pct_zscore,Unknown strategy on H4,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
834,unknown,MeanRev_WMA20_H4_10pct_zscore,Unknown strategy on H4,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
835,unknown,MeanRev_WMA20_H6_2pct_zscore,Unknown strategy on H6,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
836,unknown,MeanRev_WMA20_H6_3pct_zscore,Unknown strategy on H6,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
837,unknown,MeanRev_WMA20_H6_5pct_zscore,Unknown strategy on H6,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
838,unknown,MeanRev_WMA20_H6_8pct_zscore,Unknown strategy on H6,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
839,unknown,MeanRev_WMA20_H6_10pct_zscore,Unknown strategy on H6,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
840,unknown,MeanRev_WMA20_H8_2pct_zscore,Unknown strategy on H8,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
841,unknown,MeanRev_WMA20_H8_3pct_zscore,Unknown strategy on H8,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
842,unknown,MeanRev_WMA20_H8_5pct_zscore,Unknown strategy on H8,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
843,unknown,MeanRev_WMA20_H8_8pct_zscore,Unknown strategy on H8,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
844,unknown,MeanRev_WMA20_H8_10pct_zscore,Unknown strategy on H8,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
845,unknown,MeanRev_WMA20_H12_2pct_zscore,Unknown strategy on H12,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
846,unknown,MeanRev_WMA20_H12_3pct_zscore,Unknown strategy on H12,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
847,unknown,MeanRev_WMA20_H12_5pct_zscore,Unknown strategy on H12,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
848,unknown,MeanRev_WMA20_H12_8pct_zscore,Unknown strategy on H12,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
849,unknown,MeanRev_WMA20_H12_10pct_zscore,Unknown strategy on H12,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
850,unknown,MeanRev_WMA20_D_2pct_zscore,Unknown strategy on D,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'D', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
851,unknown,MeanRev_WMA20_D_3pct_zscore,Unknown strategy on D,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'D', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
852,unknown,MeanRev_WMA20_D_5pct_zscore,Unknown strategy on D,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'D', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
853,unknown,MeanRev_WMA20_D_8pct_zscore,Unknown strategy on D,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'D', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
854,unknown,MeanRev_WMA20_D_10pct_zscore,Unknown strategy on D,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'D', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
855,unknown,MeanRev_WMA20_W_2pct_zscore,Unknown strategy on W,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
856,unknown,MeanRev_WMA20_W_3pct_zscore,Unknown strategy on W,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
857,unknown,MeanRev_WMA20_W_5pct_zscore,Unknown strategy on W,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
858,unknown,MeanRev_WMA20_W_8pct_zscore,Unknown strategy on W,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
859,unknown,MeanRev_WMA20_W_10pct_zscore,Unknown strategy on W,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'W', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
860,unknown,MeanRev_WMA20_M_2pct_zscore,Unknown strategy on M,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
861,unknown,MeanRev_WMA20_M_3pct_zscore,Unknown strategy on M,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
862,unknown,MeanRev_WMA20_M_5pct_zscore,Unknown strategy on M,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
863,unknown,MeanRev_WMA20_M_8pct_zscore,Unknown strategy on M,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
864,unknown,MeanRev_WMA20_M_10pct_zscore,Unknown strategy on M,,,-9.909359049347465,-0.9999979647945205,0.510865040379652,1.0056417817577412,6010,-3.861570408142508,"{'ma_type': 'WMA', 'ma_period': 20, 'timeframe': 'M', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
865,unknown,Single_WMA_5_M1_position,Unknown strategy on M1,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M1', 'signal_type': 'position'}"
866,unknown,Single_WMA_5_M2_position,Unknown strategy on M2,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M2', 'signal_type': 'position'}"
867,unknown,Single_WMA_5_M3_position,Unknown strategy on M3,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M3', 'signal_type': 'position'}"
868,unknown,Single_WMA_5_M5_position,Unknown strategy on M5,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M5', 'signal_type': 'position'}"
